Date      , Firm_Id, Industry       , Revenue               , Cost_Of_Goods_Sold   , Operating_Expenses    , Market_Share
2015-09-30,      39, Mining         ,   603230.3503159091   ,  375908.9792131798   ,   66285.2581008875    , 0.10891878222940804
2015-12-31,      39, Mining         ,  1441560.3767993336   ,  731428.6302012164   ,  232250.932208047     , 0.10891878222940804
2016-03-31,      39, Mining         ,   904852.3308883169   ,  587450.2538348268   ,  125107.67325700598   , 0.10891878222940804
2016-06-30,      39, Mining         ,  1229955.4917112624   ,  600353.664590067    ,  133795.1610813108    , 0.10891878222940804
2016-09-30,      39, Mining         ,   688974.018135205    ,  346004.9114309951   ,  147518.91144348797   , 0.10891878222940804
2016-12-31,      39, Mining         ,   797832.2473010956   ,  362815.34840595204  ,  146539.06065753082   , 0.10891878222940804
2017-03-31,      39, Mining         ,  1019267.1137057451   ,  630772.5065851997   ,  149837.51918928858   , 0.10891878222940804
2017-06-30,      39, Mining         ,   373454.54131152737  ,  201117.4667953143   ,   78429.2918172117    , 0.10891878222940804
2017-09-30,      39, Mining         ,   877854.2595861218   ,  420742.93023914425  ,  206005.50689058175   , 0.10891878222940804
2017-12-31,      39, Mining         ,  1088961.3494554118   ,  604339.3981334748   ,  198950.63440270338   , 0.10891878222940804
2018-03-31,      39, Mining         ,   679037.1443635804   ,  425620.1381441302   ,  121392.23609250419   , 0.10891878222940804
2018-06-30,      39, Mining         ,   847304.5366438883   ,  432886.25057340704  ,  142161.05738981106   , 0.10891878222940804
2018-09-30,      39, Mining         ,  1136830.2204828025   ,  544627.1631067138   ,  207134.13197692722   , 0.10891878222940804
2018-12-31,      39, Mining         ,  1641704.393000569    , 1084873.542772295    ,  359378.13884257275   , 0.10891878222940804
2019-03-31,      39, Mining         ,   642045.7685257482   ,  425709.7180568829   ,  129437.24677088324   , 0.10891878222940804
2019-06-30,      39, Mining         ,  1127391.8835744432   ,  515587.9484789873   ,  182369.3351357365    , 0.10891878222940804
2019-09-30,      39, Mining         ,  1581298.2379092863   ,  814116.7608060843   ,  298281.53338531865   , 0.10891878222940804
2019-12-31,      39, Mining         ,   596469.2730694382   ,  431820.9617430401   ,  131026.61745759506   , 0.10891878222940804
2020-03-31,      39, Mining         ,  1482140.2518729176   ,  778930.5251011484   ,  366317.51930105855   , 0.10891878222940804
2020-06-30,      39, Mining         ,   872946.0217057036   ,  553545.8889182564   ,  191201.89992312086   , 0.10891878222940804
2020-09-30,      39, Mining         ,   593361.5070844752   ,  375863.9304031728   ,  121285.88740282576   , 0.10891878222940804
2020-12-31,      39, Mining         ,  1711187.7896534635   ,  945846.3293432079   ,  198830.38240759997   , 0.10891878222940804
2021-03-31,      39, Mining         ,  1025835.6383193249   ,  621858.0823863582   ,  216790.0007248861    , 0.10891878222940804
2021-06-30,      39, Mining         ,   730411.277720443    ,  440380.04452263657  ,  119325.00316165575   , 0.10891878222940804
2021-09-30,      39, Mining         ,   842041.2222948564   ,  463684.4489126338   ,  207481.50319343718   , 0.10891878222940804
2021-12-31,      39, Mining         ,   939287.2161368417   ,  668835.1228621259   ,  140335.81275984982   , 0.10891878222940804
2022-03-31,      39, Mining         ,  1514691.4605303328   ,  882129.4981266045   ,  155549.2394837914    , 0.10891878222940804
2022-06-30,      39, Mining         ,  1083891.6187187147   ,  511979.607945047    ,  191370.7208106064    , 0.10891878222940804
2022-09-30,      39, Mining         ,  1220069.848301046    ,  775120.5937557182   ,  239943.17665189406   , 0.10891878222940804
2022-12-31,      39, Mining         ,  1163407.94306294     ,  533423.9788369775   ,  260928.59706606297   , 0.10891878222940804
2023-03-31,      39, Mining         ,   735699.6581875617   ,  487476.8123776345   ,   97280.2348947903    , 0.10891878222940804
2023-06-30,      39, Mining         ,  1343738.9642207199   ,  620940.4965507884   ,  174915.14783317156   , 0.10891878222940804
2023-09-30,      39, Mining         ,   787171.5858389369   ,  453044.6799130549   ,  138763.26343604756   , 0.10891878222940804
2023-12-31,      39, Mining         ,   642772.364148672    ,  381180.8285701613   ,   90374.5598735651    , 0.10891878222940804
2024-03-31,      39, Mining         ,  1000313.4061389549   ,  568901.6903744763   ,  144846.205075177     , 0.10891878222940804
2024-06-30,      39, Mining         ,   834943.8034282047   ,  592878.8270373688   ,  177017.6849824536    , 0.10891878222940804
2010-03-31,      40, Mining         ,  1383486.2583011205   ,  967070.4597575769   ,  148574.03922432018   , 0.06606701480711616
2010-06-30,      40, Mining         ,   486507.95795051876  ,  343344.0715371065   ,   88671.00877592074   , 0.06606701480711616
2010-09-30,      40, Mining         ,   460246.1629929724   ,  246037.87167523292  ,   82673.4913425111    , 0.06606701480711616
2010-12-31,      40, Mining         ,   392294.12585275865  ,  182615.15321969427  ,   48558.33314249315   , 0.06606701480711616
2011-03-31,      40, Mining         ,   523217.16850997496  ,  272082.8064034904   ,   87903.40953347647   , 0.06606701480711616
2011-06-30,      40, Mining         ,   647536.0777202309   ,  391847.5644529364   ,  138923.4080033356    , 0.06606701480711616
2011-09-30,      40, Mining         ,  1040669.8713833552   ,  661349.7536695205   ,  121721.91083028758   , 0.06606701480711616
2011-12-31,      40, Mining         ,   529082.5901450609   ,  262900.8382690732   ,   87592.29933076262   , 0.06606701480711616
2012-03-31,      40, Mining         ,  1056876.0871490142   ,  659724.398008397    ,  167218.89450631372   , 0.06606701480711616
2012-06-30,      40, Mining         ,   457716.93885899655  ,  229420.58475243     ,   61345.77150031026   , 0.06606701480711616
2012-09-30,      40, Mining         ,   289745.8066959938   ,  175145.0389466354   ,   36392.54134606673   , 0.06606701480711616
2012-12-31,      40, Mining         ,  1177955.561034926    ,  764342.2343839477   ,  268433.4687218426    , 0.06606701480711616
2013-03-31,      40, Mining         ,   573235.8972187216   ,  425718.3388622286   ,   85977.50894217088   , 0.06606701480711616
2013-06-30,      40, Mining         ,   297225.9730337867   ,  186810.65652625295  ,   33743.873016700876  , 0.06606701480711616
2013-09-30,      40, Mining         ,   428499.43384454394  ,  316134.2975180095   ,   88849.09956995494   , 0.06606701480711616
2013-12-31,      40, Mining         ,   636830.054008531    ,  437150.6764375832   ,  130942.22811552967   , 0.06606701480711616
2014-03-31,      40, Mining         ,   359490.33838613576  ,  254343.73329934772  ,   87545.01052436055   , 0.06606701480711616
2014-06-30,      40, Mining         ,  1413490.5149380926   ,  847685.6008254192   ,  338856.4449408121    , 0.06606701480711616
2014-09-30,      40, Mining         ,   907754.2371312355   ,  532256.9946720187   ,  119272.70155942526   , 0.06606701480711616
2014-12-31,      40, Mining         ,  1512202.0119198887   ,  682178.3689357685   ,  206001.1315134264    , 0.06606701480711616
2015-03-31,      40, Mining         ,   226736.00810588207  ,  132537.52873517902  ,   56025.84020960218   , 0.06606701480711616
2015-06-30,      40, Mining         ,   634108.2351960196   ,  351981.88427912485  ,  106420.76236910999   , 0.06606701480711616
2015-09-30,      40, Mining         ,   681688.3019771164   ,  462328.8061510707   ,   83492.78773308836   , 0.06606701480711616
2015-12-31,      40, Mining         ,  1050827.0905373788   ,  653140.139914062    ,  145062.86655606527   , 0.06606701480711616
2016-03-31,      40, Mining         ,   501601.57320344297  ,  243308.67899749443  ,  124336.37902024716   , 0.06606701480711616
2016-06-30,      40, Mining         ,   432763.70561927196  ,  234813.17012376696  ,   51736.291677801404  , 0.06606701480711616
2016-09-30,      40, Mining         ,   684119.3365596808   ,  320997.7253690533   ,  156913.1133967571    , 0.06606701480711616
2016-12-31,      40, Mining         ,   347336.4005290133   ,  256490.53154686547  ,   47589.29419306528   , 0.06606701480711616
2017-03-31,      40, Mining         ,   500853.1338769572   ,  321654.42743312224  ,   81182.73789304189   , 0.06606701480711616
2017-06-30,      40, Mining         ,   577420.2476676076   ,  306620.27936475177  ,   75656.81511262493   , 0.06606701480711616
2017-09-30,      40, Mining         ,   396960.13691536407  ,  200027.33440334306  ,   80728.33899203097   , 0.06606701480711616
2017-12-31,      40, Mining         ,  1205381.1218823567   ,  746759.7435884789   ,  275792.17492322734   , 0.06606701480711616
2018-03-31,      40, Mining         ,   650707.6176110788   ,  424297.17905626365  ,   76296.53566650236   , 0.06606701480711616
2018-06-30,      40, Mining         ,   511510.52467575227  ,  336802.1709317704   ,   85029.46527818692   , 0.06606701480711616
2018-09-30,      40, Mining         ,   353344.1823337962   ,  260430.35127768258  ,   52823.62466843304   , 0.06606701480711616
2018-12-31,      40, Mining         ,  1085310.8839554146   ,  801671.1497679336   ,  255289.94928525944   , 0.06606701480711616
2019-03-31,      40, Mining         ,   819276.9241556264   ,  613377.2803090301   ,  112977.83750558484   , 0.06606701480711616
2019-06-30,      40, Mining         ,   456258.4050618469   ,  265101.25867069693  ,   81226.36548766166   , 0.06606701480711616
2019-09-30,      40, Mining         ,   440170.97522585077  ,  256654.85279336962  ,   55314.24924060315   , 0.06606701480711616
2019-12-31,      40, Mining         ,   405667.52567741636  ,  288825.6668046778   ,   83460.68582337952   , 0.06606701480711616
2020-03-31,      40, Mining         ,   646458.9805210548   ,  417675.1710389234   ,  157369.5628120514    , 0.06606701480711616
2020-06-30,      40, Mining         ,   449835.3643510663   ,  202833.5823881268   ,   61712.854019033795  , 0.06606701480711616
2020-09-30,      40, Mining         ,   853701.423921821    ,  407595.3801995554   ,  151174.62217256098   , 0.06606701480711616
2020-12-31,      40, Mining         ,   801058.2980094147   ,  416129.67715920514  ,  101880.76243879949   , 0.06606701480711616
2021-03-31,      40, Mining         ,   517522.245772522    ,  305646.30489663634  ,  124612.4923348198    , 0.06606701480711616
2021-06-30,      40, Mining         ,   653523.9726192835   ,  330519.4986365986   ,  161223.71938347016   , 0.06606701480711616
2021-09-30,      40, Mining         ,   590877.6417069576   ,  296055.00108896254  ,   87104.66077847953   , 0.06606701480711616
2021-12-31,      40, Mining         ,   621714.8622312628   ,  358945.73889976344  ,   91018.20635287602   , 0.06606701480711616
2022-03-31,      40, Mining         ,   709398.3568539738   ,  319316.5781804838   ,  134379.48659422668   , 0.06606701480711616
2022-06-30,      40, Mining         ,   443188.1818454294   ,  321215.2162093744   ,   63460.166332415625  , 0.06606701480711616
2022-09-30,      40, Mining         ,   723018.5243594552   ,  479925.5413501614   ,  146920.67401498527   , 0.06606701480711616
2022-12-31,      40, Mining         ,   381208.2843801443   ,  208061.59997303545  ,   52542.0751945709    , 0.06606701480711616
2023-03-31,      40, Mining         ,   945387.8986563352   ,  553710.8970054347   ,  154720.62616689294   , 0.06606701480711616
2023-06-30,      40, Mining         ,   553586.2885920347   ,  275148.375371488    ,   90766.510796187     , 0.06606701480711616
2023-09-30,      40, Mining         ,   497596.51437526656  ,  290215.156478072    ,  108079.67105136035   , 0.06606701480711616
2023-12-31,      40, Mining         ,   594735.9528087726   ,  388965.53055142757  ,  116136.19982414876   , 0.06606701480711616
2024-03-31,      40, Mining         ,  1041985.0893051653   ,  638112.3093137322   ,  154822.6593726684    , 0.06606701480711616
2024-06-30,      40, Mining         ,   657905.2224601585   ,  322949.33760821936  ,  153380.3792776138    , 0.06606701480711616
2010-03-31,      41, Mining         ,    10247.309179298854 ,    5493.173199058872 ,    1437.5636546579349 , 0.0021591637980641195
2010-06-30,      41, Mining         ,    10561.608114446542 ,    7480.986440592956 ,    1166.8389457037458 , 0.0021591637980641195
2010-09-30,      41, Mining         ,    13096.73833927844  ,    7247.103315311717 ,    1430.57578612823   , 0.0021591637980641195
2010-12-31,      41, Mining         ,    23605.932048405564 ,   12534.56321972379  ,    5081.487543244052  , 0.0021591637980641195
2011-03-31,      41, Mining         ,    17260.007130355858 ,   10167.254911921149 ,    2943.6701761816876 , 0.0021591637980641195
2011-06-30,      41, Mining         ,    22209.374015138696 ,   15814.686515614538 ,    4762.1308210707175 , 0.0021591637980641195
2011-09-30,      41, Mining         ,    43811.59516720612  ,   30852.410800671743 ,    4443.847035533477  , 0.0021591637980641195
2011-12-31,      41, Mining         ,    20439.07292931589  ,   11667.992436330036 ,    4825.388682021551  , 0.0021591637980641195
2012-03-31,      41, Mining         ,    21608.81529376182  ,   13157.46410900903  ,    3288.1164999503544 , 0.0021591637980641195
2012-06-30,      41, Mining         ,    37379.1549570496   ,   22657.605036266013 ,    7412.566021053665  , 0.0021591637980641195
2012-09-30,      41, Mining         ,    37130.53376079411  ,   26302.14387941005  ,    4574.583022751106  , 0.0021591637980641195
2012-12-31,      41, Mining         ,    14917.359448360297 ,    8733.578525923474 ,    2404.72329941388   , 0.0021591637980641195
2013-03-31,      41, Mining         ,    12372.304004499818 ,    7943.950489709535 ,    2865.7149493569814 , 0.0021591637980641195
2013-06-30,      41, Mining         ,    26656.603058308196 ,   15339.261800788883 ,    6308.347889965748  , 0.0021591637980641195
2013-09-30,      41, Mining         ,    31030.888947981042 ,   14153.824061279172 ,    5916.763466609155  , 0.0021591637980641195
2013-12-31,      41, Mining         ,    19254.13485449889  ,   10264.52628972365  ,    4415.940401080932  , 0.0021591637980641195
2014-03-31,      41, Mining         ,    28354.42234831941  ,   18494.622520926387 ,    3777.490479601094  , 0.0021591637980641195
2014-06-30,      41, Mining         ,    12198.961216983256 ,    5616.886774515281 ,    1968.7590734995738 , 0.0021591637980641195
2014-09-30,      41, Mining         ,    27391.522048897736 ,   18903.1429165708   ,    4616.939454393576  , 0.0021591637980641195
2014-12-31,      41, Mining         ,    15048.914955520297 ,    9510.216999495879 ,    2868.9090056246937 , 0.0021591637980641195
2015-03-31,      41, Mining         ,    17139.061341748707 ,    9128.846866180083 ,    2395.273592132299  , 0.0021591637980641195
2015-06-30,      41, Mining         ,    31390.070608478185 ,   19174.865825731955 ,    5253.826130463103  , 0.0021591637980641195
2015-09-30,      41, Mining         ,    13580.276987166857 ,    9038.77599700121  ,    1793.4182124837864 , 0.0021591637980641195
2015-12-31,      41, Mining         ,    18239.643260216144 ,    9285.548653240747 ,    2953.249003203469  , 0.0021591637980641195
2016-03-31,      41, Mining         ,    22894.014112545927 ,   12853.592430550716 ,    3831.010108103588  , 0.0021591637980641195
2016-06-30,      41, Mining         ,    10812.668417562805 ,    6608.170915480718 ,    1411.3811591249541 , 0.0021591637980641195
2016-09-30,      41, Mining         ,     8744.247389938113 ,    4028.3317610941644,    1527.588936616438  , 0.0021591637980641195
2016-12-31,      41, Mining         ,    10609.524850033487 ,    6538.129412285482 ,    1950.3079011445325 , 0.0021591637980641195
2017-03-31,      41, Mining         ,    13558.877151554634 ,    7127.453465743497 ,    3004.7769323177486 , 0.0021591637980641195
2017-06-30,      41, Mining         ,    23976.291923929002 ,   17602.223129129587 ,    2886.5036773279858 , 0.0021591637980641195
2017-09-30,      41, Mining         ,    10548.607320283862 ,    4936.979773166342 ,    1569.901766328514  , 0.0021591637980641195
2017-12-31,      41, Mining         ,    19092.413907299084 ,    9414.58934229674  ,    3942.391803403046  , 0.0021591637980641195
2018-03-31,      41, Mining         ,    12102.492694790291 ,    5479.67558950543  ,    2677.3564867878513 , 0.0021591637980641195
2018-06-30,      41, Mining         ,    20042.27206709347  ,   10078.423297705207 ,    3826.721037957615  , 0.0021591637980641195
2018-09-30,      41, Mining         ,    27811.419302939277 ,   15148.771298672375 ,    3143.8288167577707 , 0.0021591637980641195
2018-12-31,      41, Mining         ,     9450.030822505538 ,    4884.579205952085 ,    1211.5769697000744 , 0.0021591637980641195
2019-03-31,      41, Mining         ,    40554.23650466409  ,   21458.942613521358 ,    4128.846702082998  , 0.0021591637980641195
2019-06-30,      41, Mining         ,    13651.60125263115  ,    8268.518355294176 ,    2605.5981758220373 , 0.0021591637980641195
2019-09-30,      41, Mining         ,    19906.22532430588  ,   11771.581536021002 ,    3702.7618273970434 , 0.0021591637980641195
2019-12-31,      41, Mining         ,    23212.863810687617 ,   16907.558000060977 ,    5205.640742708908  , 0.0021591637980641195
2020-03-31,      41, Mining         ,    12256.33922232542  ,    6481.030643349434 ,    2152.987228276702  , 0.0021591637980641195
2020-06-30,      41, Mining         ,    14186.119401835855 ,    9550.306037625849 ,    2489.421103942787  , 0.0021591637980641195
2020-09-30,      41, Mining         ,    20384.471591572423 ,   14101.7947736723   ,    2923.636310260311  , 0.0021591637980641195
2020-12-31,      41, Mining         ,    17066.82080127796  ,   11080.42385513464  ,    2798.767209713571  , 0.0021591637980641195
2021-03-31,      41, Mining         ,    41577.300502284714 ,   29727.974016427932 ,    7249.316314046257  , 0.0021591637980641195
2021-06-30,      41, Mining         ,    21261.773260048816 ,   11565.877832366687 ,    4529.819106706412  , 0.0021591637980641195
2021-09-30,      41, Mining         ,    15542.658500666821 ,   11030.90716562308  ,    3243.1832068256554 , 0.0021591637980641195
2021-12-31,      41, Mining         ,    11305.298214552378 ,    6456.945347540916 ,    1494.6924174045591 , 0.0021591637980641195
2022-03-31,      41, Mining         ,    11193.227313243173 ,    5628.254519174234 ,    2367.3668719676775 , 0.0021591637980641195
2022-06-30,      41, Mining         ,    13392.442216590343 ,    7039.348415720671 ,    2251.6059617905535 , 0.0021591637980641195
2022-09-30,      41, Mining         ,    20676.6809712964   ,   11730.453305863715 ,    2315.7339391417454 , 0.0021591637980641195
2022-12-31,      41, Mining         ,    18849.777880819685 ,    8990.358691557234 ,    3555.314252547906  , 0.0021591637980641195
2023-03-31,      41, Mining         ,    10630.268392785249 ,    6160.805082655836 ,    1149.0245138857126 , 0.0021591637980641195
2023-06-30,      41, Mining         ,    39505.512981744185 ,   23899.411303342178 ,    6941.550082730004  , 0.0021591637980641195
2023-09-30,      41, Mining         ,    11662.935160747618 ,    6128.044891062216 ,    1469.9476155172888 , 0.0021591637980641195
2023-12-31,      41, Mining         ,    22968.904978237046 ,   16936.135668010196 ,    5241.33459340518   , 0.0021591637980641195
2024-03-31,      41, Mining         ,    14384.131932373093 ,    7378.5972701806495,    2499.6944975243723 , 0.0021591637980641195
2024-06-30,      41, Mining         ,    12230.691276652167 ,    5575.766185032483 ,    2454.763355140823  , 0.0021591637980641195
2010-03-31,      42, Mining         ,   310929.3166182911   ,  151722.18661769255  ,   53322.22257686927   , 0.03469650867776059
2010-06-30,      42, Mining         ,   196115.07714947453  ,  133178.72669777885  ,   27208.93788574754   , 0.03469650867776059
2010-09-30,      42, Mining         ,   340399.772548074    ,  223300.59202555922  ,   76999.62529241813   , 0.03469650867776059
2010-12-31,      42, Mining         ,   307127.42939480906  ,  176430.66692572294  ,   66087.41565733626   , 0.03469650867776059
2011-03-31,      42, Mining         ,   259634.40790184517  ,  182710.82477186862  ,   39448.827951109706  , 0.03469650867776059
2011-06-30,      42, Mining         ,   183219.4844762978   ,  118430.57529528257  ,   37815.97836146422   , 0.03469650867776059
2011-09-30,      42, Mining         ,   150423.0658066613   ,   93731.01945135667  ,   22765.002548801323  , 0.03469650867776059
2011-12-31,      42, Mining         ,   475509.3734011889   ,  225944.0426896397   ,  118364.07697673478   , 0.03469650867776059
2012-03-31,      42, Mining         ,   266137.9274983861   ,  171682.67405579225  ,   39747.92820394876   , 0.03469650867776059
2012-06-30,      42, Mining         ,   408357.0176457295   ,  231716.58751047245  ,   56891.05249542859   , 0.03469650867776059
2012-09-30,      42, Mining         ,   206828.647033004    ,  137773.69542621312  ,   36552.91554759949   , 0.03469650867776059
2012-12-31,      42, Mining         ,   152843.507067918    ,  112044.9232618353   ,   16244.522647547412  , 0.03469650867776059
2013-03-31,      42, Mining         ,   895955.3672353594   ,  650516.5438320258   ,   96202.11318613357   , 0.03469650867776059
2013-06-30,      42, Mining         ,   320534.79149870743  ,  199388.62713895977  ,   73096.19282353553   , 0.03469650867776059
2013-09-30,      42, Mining         ,   376411.058662282    ,  171535.4213516695   ,   78996.70922237566   , 0.03469650867776059
2013-12-31,      42, Mining         ,   268881.0393805196   ,  196265.40355149345  ,   53394.302489086     , 0.03469650867776059
2014-03-31,      42, Mining         ,   244629.45030398856  ,  177609.3335478613   ,   41720.19099596118   , 0.03469650867776059
2014-06-30,      42, Mining         ,   298906.4922399953   ,  137108.11604874933  ,   60819.448729616895  , 0.03469650867776059
2014-09-30,      42, Mining         ,   201283.75738713235  ,  103516.52128824202  ,   22075.514710504085  , 0.03469650867776059
2014-12-31,      42, Mining         ,   302025.5528887144   ,  187946.8959551911   ,   58382.87489649653   , 0.03469650867776059
2015-03-31,      42, Mining         ,   528900.3971703858   ,  374621.5509937778   ,  101730.6379040613    , 0.03469650867776059
2015-06-30,      42, Mining         ,   311344.88275745336  ,  141296.69664452635  ,   63602.91762448785   , 0.03469650867776059
2015-09-30,      42, Mining         ,   575495.1043017377   ,  371035.60956350976  ,   87783.42896404106   , 0.03469650867776059
2015-12-31,      42, Mining         ,   141243.78150296342  ,  102420.03994068732  ,   16962.845671210554  , 0.03469650867776059
2016-03-31,      42, Mining         ,   275992.2449031191   ,  155126.9295776176   ,   36470.99819680572   , 0.03469650867776059
2016-06-30,      42, Mining         ,   235671.80814955957  ,  147421.3176127525   ,   39224.535766028086  , 0.03469650867776059
2016-09-30,      42, Mining         ,   305562.4230965626   ,  211794.4438420407   ,   62168.2731405279    , 0.03469650867776059
2016-12-31,      42, Mining         ,   301252.35215196724  ,  201074.27336258822  ,   61671.64003378539   , 0.03469650867776059
2017-03-31,      42, Mining         ,   239556.73763189648  ,  127381.93684996883  ,   53844.63970156832   , 0.03469650867776059
2017-06-30,      42, Mining         ,   273686.0885721442   ,  203661.10513880246  ,   47642.46752986162   , 0.03469650867776059
2017-09-30,      42, Mining         ,   422083.2385681109   ,  199446.188120868    ,  101934.61942176083   , 0.03469650867776059
2017-12-31,      42, Mining         ,   151419.80191696226  ,   84723.18011018529  ,   35869.47841830462   , 0.03469650867776059
2018-03-31,      42, Mining         ,   409162.17518616334  ,  258596.9897312934   ,   79384.65201207918   , 0.03469650867776059
2018-06-30,      42, Mining         ,   420692.08914670703  ,  269832.31428766256  ,   81743.92598452182   , 0.03469650867776059
2018-09-30,      42, Mining         ,   346429.7662845697   ,  231999.56986576002  ,   75016.57999042621   , 0.03469650867776059
2018-12-31,      42, Mining         ,   312311.9550661067   ,  222284.55003012644  ,   41333.22688964587   , 0.03469650867776059
2019-03-31,      42, Mining         ,   304018.91587363416  ,  183695.5888692559   ,   68214.93345774506   , 0.03469650867776059
2019-06-30,      42, Mining         ,   219105.9375737511   ,  127768.35707373539  ,   40672.18686417998   , 0.03469650867776059
2019-09-30,      42, Mining         ,   246760.19641462775  ,  156585.2530030203   ,   55325.23821708301   , 0.03469650867776059
2019-12-31,      42, Mining         ,   312368.6447871633   ,  155325.35998092577  ,   59084.45422081468   , 0.03469650867776059
2020-03-31,      42, Mining         ,   194095.81920595941  ,   94532.24768829052  ,   47943.1796310579    , 0.03469650867776059
2020-06-30,      42, Mining         ,   350769.8721590283   ,  199277.88931328917  ,   47042.890822483474  , 0.03469650867776059
2020-09-30,      42, Mining         ,   376717.4515550242   ,  238399.45698115884  ,   74037.34251269924   , 0.03469650867776059
2020-12-31,      42, Mining         ,   208137.4753462936   ,   99157.06962027916  ,   48710.45238622435   , 0.03469650867776059
2021-03-31,      42, Mining         ,   164442.42519344247  ,   96808.64264745955  ,   26065.753994924966  , 0.03469650867776059
2021-06-30,      42, Mining         ,   212338.1417347052   ,  150563.26460803492  ,   50831.44647248557   , 0.03469650867776059
2021-09-30,      42, Mining         ,   418921.646013988    ,  286733.82745289325  ,  100382.48693456626   , 0.03469650867776059
2021-12-31,      42, Mining         ,   261274.22664342073  ,  136835.86881866344  ,   48739.10602724768   , 0.03469650867776059
2022-03-31,      42, Mining         ,   424248.17877130484  ,  191589.3138930488   ,   78368.34305558346   , 0.03469650867776059
2022-06-30,      42, Mining         ,   246925.0423444989   ,  136243.61554408981  ,   36644.30743956049   , 0.03469650867776059
2022-09-30,      42, Mining         ,   454067.69599840103  ,  287315.247534124    ,  103516.51290517164   , 0.03469650867776059
2022-12-31,      42, Mining         ,   361667.5329125483   ,  191459.245211586    ,   64349.796414706376  , 0.03469650867776059
2023-03-31,      42, Mining         ,   276713.2664104945   ,  170744.16195637314  ,   55129.21012272187   , 0.03469650867776059
2023-06-30,      42, Mining         ,   304958.2192905344   ,  191383.94750395752  ,   64176.012953914505  , 0.03469650867776059
2023-09-30,      42, Mining         ,   231969.80647048718  ,  112489.96661760472  ,   43951.594494664154  , 0.03469650867776059
2023-12-31,      42, Mining         ,   323105.2740309328   ,  172051.54146655402  ,   36170.59158939434   , 0.03469650867776059
2024-03-31,      42, Mining         ,   586033.1995408955   ,  321511.7588100292   ,  121933.03008995936   , 0.03469650867776059
2024-06-30,      42, Mining         ,   134133.06093281906  ,   86265.15408072925  ,   20109.59791946244   , 0.03469650867776059
2010-03-31,      43, Mining         ,   136273.88401090243  ,   73042.55304634778  ,   21128.403752578462  , 0.005185465168979516
2010-06-30,      43, Mining         ,    44918.5513527179   ,   21343.920564592445 ,    4844.081972138221  , 0.005185465168979516
2010-09-30,      43, Mining         ,    42196.690044177    ,   20302.195284285128 ,    9365.102196994954  , 0.005185465168979516
2010-12-31,      43, Mining         ,    43789.15767628396  ,   20215.794888764955 ,    8707.098253117327  , 0.005185465168979516
2011-03-31,      43, Mining         ,    59361.099312530176 ,   35349.39724182333  ,    8657.013113712579  , 0.005185465168979516
2011-06-30,      43, Mining         ,    39460.377255099585 ,   23885.03807006481  ,    6206.868854580483  , 0.005185465168979516
2011-09-30,      43, Mining         ,    31144.227091549932 ,   23330.051779511265 ,    5102.464043424557  , 0.005185465168979516
2011-12-31,      43, Mining         ,    49190.13700499613  ,   27274.41551521113  ,   10159.311661645801  , 0.005185465168979516
2012-03-31,      43, Mining         ,    70446.35494914206  ,   41301.37473450344  ,   14648.175603044947  , 0.005185465168979516
2012-06-30,      43, Mining         ,    38744.6688156324   ,   18684.07275229919  ,    8791.858024996054  , 0.005185465168979516
2012-09-30,      43, Mining         ,    32922.35136356517  ,   16250.005231922669 ,    4854.198312109361  , 0.005185465168979516
2012-12-31,      43, Mining         ,    60657.5658816423   ,   45057.72440994807  ,    8402.573311382324  , 0.005185465168979516
2013-03-31,      43, Mining         ,    38061.872290069776 ,   21663.609580666358 ,    7068.013648633295  , 0.005185465168979516
2013-06-30,      43, Mining         ,    45263.74501163816  ,   33311.28208270026  ,    8034.785787637236  , 0.005185465168979516
2013-09-30,      43, Mining         ,    49785.73135768651  ,   23012.732627655034 ,    7331.010740375593  , 0.005185465168979516
2013-12-31,      43, Mining         ,    77811.95338248566  ,   48450.76846391846  ,   18876.331342654288  , 0.005185465168979516
2014-03-31,      43, Mining         ,    39416.53895850626  ,   20340.23283835798  ,    5131.085210197131  , 0.005185465168979516
2014-06-30,      43, Mining         ,    56645.16356644865  ,   41166.85386617899  ,   12909.428413148093  , 0.005185465168979516
2014-09-30,      43, Mining         ,    37305.89605551618  ,   22432.565463075633 ,    6328.936376542284  , 0.005185465168979516
2014-12-31,      43, Mining         ,    79168.35478063516  ,   41644.09303528641  ,   13914.171407815002  , 0.005185465168979516
2015-03-31,      43, Mining         ,    52156.02493843481  ,   30086.75180886427  ,    9261.478572673257  , 0.005185465168979516
2015-06-30,      43, Mining         ,    55737.31165419595  ,   31268.613209925148 ,   11767.092913882838  , 0.005185465168979516
2015-09-30,      43, Mining         ,    60641.294764216116 ,   40434.6158256266   ,    7924.34065890625   , 0.005185465168979516
2015-12-31,      43, Mining         ,    61977.939445366515 ,   34174.07762273038  ,   10565.801732251666  , 0.005185465168979516
2016-03-31,      43, Mining         ,    73511.78726173082  ,   40343.71413034806  ,    8875.431889649404  , 0.005185465168979516
2016-06-30,      43, Mining         ,    33795.613259729755 ,   19253.771004602055 ,    8347.082705664092  , 0.005185465168979516
2016-09-30,      43, Mining         ,    57373.112138797675 ,   33270.20386491817  ,    6348.546286532934  , 0.005185465168979516
2016-12-31,      43, Mining         ,    26965.364533047043 ,   16081.1451982362   ,    5536.654015920303  , 0.005185465168979516
2017-03-31,      43, Mining         ,    71124.92937829423  ,   38171.40569159608  ,    8032.662870519059  , 0.005185465168979516
